ParkingGeohash,AvgLatitude,AvgLongitude,City,County,State,Country,ISO_3166_2,AvgTimeToPark,AvgTimeToParkRatio,TotalSearching,PercentSearching,AvgUniqueGeohashes,AvgTotalGeohashes,CirclingDistribution,HourlyDistribution,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
dpj5c4x,40.04887,-82.91428,Columbus,Franklin,Ohio,United States of America,US-OH,5.3694,1.4752,6,0.1071,4.6667,8,"{""dpj5c4w"":0.1111, ""dpj5c68"":0.1331, ""dpj5c4z"":0.1458, ""dpj5c4y"":0.232, ""dpj5c6b"":0.1057, ""dpj5c4x"":0.2724}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.25, ""11"": 0.25, ""12"": 0.25, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.25, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.3333,0.1667,0.3333,0,0,0.1667,2018-05-02,1.1
dphgwbt,39.99399,-83.01573,Columbus,Franklin,Ohio,United States of America,US-OH,5.7472,1.3608,6,0.2609,5.8333,10.1667,"{""dphgwbs"":0.267, ""dphgwbu"":0.0502, ""dphgwbq"":0.039, ""dphgwbv"":0.2113, ""dphgwbk"":0.0743, ""dphgwbt"":0.0489, ""dphgwby"":0.1539, ""dphgwbw"":0.1554}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": null, ""11"": 0.25, ""12"": null, ""13"": 0.25, ""14"": null, ""15"": 0.25, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.3333,0.1667,0.3333,0,0,0.1667,2018-05-02,1.1
dphup3e,40.08747,-82.99713,Columbus,Franklin,Ohio,United States of America,US-OH,4.4926,3.0031,9,0.0197,4.8889,7.5556,"{""dphup3s"":0.0396, ""dphup3d"":0.1116, ""dphup3f"":0.1668, ""dphup3e"":0.3275, ""dphup37"":0.0396, ""dphup3g"":0.184, ""dphup36"":0.0824, ""dphup3u"":0.0485}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1667, ""09"": 0.1667, ""10"": 0.1667, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": 0.1667, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.3333,0.1111,0.1111,0,0.1111,0.3333,2018-05-02,1.1
dpj55ht,39.92794,-82.82946,Columbus,Franklin,Ohio,United States of America,US-OH,5.7519,2.1685,9,0.3103,4.8889,8.4444,"{""dpj55hu"":0.0752, ""dpj55hv"":0.0361, ""dpj55hs"":0.2998, ""dpj55hk"":0.0653, ""dpj55ht"":0.1816, ""dpj55hw"":0.342}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.125, ""09"": 0.125, ""10"": null, ""11"": null, ""12"": 0.125, ""13"": 0.125, ""14"": 0.125, ""15"": 0.125, ""16"": 0.125, ""17"": null, ""18"": 0.125, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.3333,0,0.4444,0,0.2222,0,2018-05-02,1.1
dphgqwz,39.98455,-83.02394,Columbus,Franklin,Ohio,United States of America,US-OH,4.2436,1.3736,13,0.115,4.3077,7.4615,"{""dphgqwy"":0.083, ""dphgqyb"":0.3437, ""dphgqwz"":0.2387, ""dphgqxp"":0.0686, ""dphgqz0"":0.1309, ""dphgqy8"":0.1351}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.1875, ""11"": 0.25, ""12"": null, ""13"": 0.1875, ""14"": null, ""15"": null, ""16"": 0.1875, ""17"": null, ""18"": 0.1875, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0769,0,0.7692,0.0769,0,0.0769,2018-05-02,1.1
dphgrk1,39.96896,-82.99968,Columbus,Franklin,Ohio,United States of America,US-OH,5.7333,1.2063,13,0.1477,5,8.3077,"{""dphgr7c"":0.0814, ""dphgrk0"":0.1888, ""dphgrk3"":0.0922, ""dphgr7b"":0.1508, ""dphgrk4"":0.1058, ""dphgr7f"":0.1486, ""dphgrk1"":0.1904, ""dphgrk6"":0.042}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.125, ""08"": 0.125, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.125, ""13"": 0.125, ""14"": null, ""15"": 0.125, ""16"": 0.125, ""17"": 0.125, ""18"": 0.125, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0769,0.2308,0.4615,0.0769,0,0.1538,2018-05-02,1.1
dpj5c4z,40.04983,-82.91428,Columbus,Franklin,Ohio,United States of America,US-OH,5.9064,2.0186,13,0.0537,4.6923,7.5385,"{""dpj5c4y"":0.1385, ""dpj5c5p"":0.1411, ""dpj5c6b"":0.0733, ""dpj5c70"":0.1228, ""dpj5c4z"":0.1585, ""dpj5c4x"":0.0994, ""dpj5c4w"":0.1447, ""dpj5c68"":0.0674, ""dpj5c5n"":0.0543}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.1, ""07"": 0.1, ""08"": 0.1, ""09"": 0.1, ""10"": 0.1, ""11"": null, ""12"": 0.1, ""13"": 0.1, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.1, ""19"": null, ""20"": 0.1, ""21"": 0.1, ""22"": null, ""23"": null}",0.1538,0.1538,0.5385,0,0,0.1538,2018-05-02,1.1
dpj4cyp,39.89224,-82.88175,Columbus,Franklin,Ohio,United States of America,US-OH,3.1679,1.0237,13,0.2453,5.2308,7.8462,"{""dpj4cyq"":0.0454, ""dpj4fjb"":0.1281, ""dpj4cyp"":0.291, ""dpj4cvz"":0.1164, ""dpj4cyr"":0.278, ""dpj4cyn"":0.0648, ""dpj4cvy"":0.0763}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1111, ""09"": null, ""10"": null, ""11"": 0.1111, ""12"": 0.1111, ""13"": null, ""14"": 0.1111, ""15"": null, ""16"": null, ""17"": 0.1111, ""18"": 0.1111, ""19"": 0.1111, ""20"": 0.1111, ""21"": null, ""22"": 0.1111, ""23"": null}",0.1538,0.3846,0.3077,0.0769,0,0.0769,2018-05-02,1.1
dphgr6q,39.9595,-82.9928,Columbus,Franklin,Ohio,United States of America,US-OH,4.6628,1.3384,13,0.1831,5.1538,7.9231,"{""dphgr6j"":0.0143, ""dphgr6p"":0.0661, ""dphgr6m"":0.0916, ""dphgr6w"":0.1786, ""dphgr6x"":0.1684, ""dphgr6t"":0.0536, ""dphgr6n"":0.1612, ""dphgr6q"":0.1455, ""dphgr6r"":0.1206}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1176, ""08"": 0.1176, ""09"": null, ""10"": 0.1176, ""11"": 0.1176, ""12"": 0.1176, ""13"": 0.1176, ""14"": 0.1765, ""15"": null, ""16"": null, ""17"": 0.1176, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1538,0.2308,0.4615,0.0769,0,0.0769,2018-05-02,1.1
dphgscb,40.00075,-83.11087,Columbus,Franklin,Ohio,United States of America,US-OH,6.4947,1.8385,25,0.0379,5.32,8.92,"{""dphgsf1"":0.102, ""dphgsc8"":0.0085, ""dphgsdp"":0.1355, ""dphgsf0"":0.2082, ""dphgscc"":0.309, ""dphgs9z"":0.0949, ""dphgscb"":0.1236, ""dphgsc9"":0.0184}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.0769, ""06"": 0.0769, ""07"": 0.0769, ""08"": 0.0769, ""09"": 0.0769, ""10"": 0.0769, ""11"": 0.0769, ""12"": 0.0769, ""13"": 0.0769, ""14"": 0.0769, ""15"": 0.0769, ""16"": null, ""17"": 0.0769, ""18"": null, ""19"": null, ""20"": 0.0769, ""21"": null, ""22"": null, ""23"": null}",0.04,0,0.68,0.04,0.12,0.12,2018-05-02,1.1
dpj555u,39.92356,-82.83061,Columbus,Franklin,Ohio,United States of America,US-OH,2.0485,1.0855,33,0.1719,4.0303,6.1212,"{""dpj55h5"":0.27, ""dpj555u"":0.2075, ""dpj555s"":0.1189, ""dpj555t"":0.0237, ""dpj555v"":0.1245, ""dpj55hh"":0.1559, ""dpj555g"":0.0995}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.0833, ""06"": 0.0833, ""07"": null, ""08"": 0.0833, ""09"": 0.0833, ""10"": 0.0833, ""11"": 0.0833, ""12"": 0.0833, ""13"": 0.0833, ""14"": 0.0833, ""15"": 0.0833, ""16"": null, ""17"": 0.0833, ""18"": null, ""19"": 0.0833, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0303,0.3939,0.3333,0,0,0.2424,2018-05-02,1.1
dphgku5,39.96905,-83.10709,Columbus,Franklin,Ohio,United States of America,US-OH,2.8283,1.1332,20,0.0529,4,6.4,"{""dphgkuh"":0.4137, ""dphgku7"":0.03, ""dphgku4"":0.0927, ""dphgkuk"":0.1543, ""dphgku5"":0.2912, ""dphgkgu"":0.0181}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1111, ""09"": 0.1111, ""10"": 0.1111, ""11"": 0.1111, ""12"": 0.1111, ""13"": 0.1111, ""14"": null, ""15"": 0.1111, ""16"": 0.1111, ""17"": null, ""18"": 0.1111, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.05,0,0.25,0,0.05,0.65,2018-05-02,1.1
dphgkvy,39.97824,-83.10288,Columbus,Franklin,Ohio,United States of America,US-OH,4.2525,1.3697,40,0.0928,6.675,9.575,"{""dphgkvy"":0.3241, ""dphgkyp"":0.0976, ""dphgkvx"":0.082, ""dphgkvv"":0.1114, ""dphgkyj"":0.0028, ""dphgkvz"":0.0206, ""dphgkvw"":0.1955, ""dphgkyn"":0.1438, ""dphgkvt"":0.0221}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.0899, ""06"": null, ""07"": 0.0899, ""08"": 0.0899, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.0899, ""13"": 0.0899, ""14"": 0.0899, ""15"": 0.1011, ""16"": 0.0899, ""17"": 0.0899, ""18"": 0.0899, ""19"": null, ""20"": null, ""21"": 0.0899, ""22"": null, ""23"": null}",0.05,0.025,0.9,0,0,0.025,2018-05-02,1.1
dphgrk0,39.96858,-83.00087,Columbus,Franklin,Ohio,United States of America,US-OH,4.5783,1.1036,20,0.1235,4.5,7.35,"{""dphgr7c"":0.1001, ""dphgrhp"":0.107, ""dphgr7b"":0.2036, ""dphgr5z"":0.1276, ""dphgrk0"":0.1836, ""dphgrk2"":0.1147, ""dphgrhr"":0.0798, ""dphgrk1"":0.0836}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.0909, ""06"": 0.0909, ""07"": null, ""08"": null, ""09"": 0.0909, ""10"": 0.0909, ""11"": 0.0909, ""12"": 0.0909, ""13"": 0.0909, ""14"": null, ""15"": null, ""16"": 0.0909, ""17"": 0.0909, ""18"": 0.0909, ""19"": 0.0909, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1,0.1,0.6,0,0.05,0.15,2018-05-02,1.1
dpj5c5w,40.05408,-82.91624,Columbus,Franklin,Ohio,United States of America,US-OH,5.7933,1.359,10,0.099,5,8.5,"{""dpj5c5y"":0.0323, ""dpj5c5v"":0.0935, ""dpj5c5z"":0.0483, ""dpj5c5w"":0.2946, ""dpj5c5x"":0.063, ""dpj5c5q"":0.0965, ""dpj5c5t"":0.0778, ""dpj5c5r"":0.17, ""dpj5c5m"":0.124}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1429, ""09"": 0.1429, ""10"": 0.1429, ""11"": 0.1429, ""12"": 0.1429, ""13"": null, ""14"": 0.1429, ""15"": null, ""16"": 0.1429, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1,0.2,0.6,0,0,0.1,2018-05-02,1.1
dphgqwv,39.98434,-83.02691,Columbus,Franklin,Ohio,United States of America,US-OH,3.6067,1.2468,10,0.1163,4.1,7.5,"{""dphgqwy"":0.0426, ""dphgqwu"":0.0759, ""dphgqwt"":0.216, ""dphgqww"":0.1114, ""dphgqxn"":0.0326, ""dphgqwv"":0.2861, ""dphgqxj"":0.2354}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.1667, ""05"": 0.1667, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.1667, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": 0.1667, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1,0,0.1,0.1,0.6,0.1,2018-05-02,1.1
dphgebg,39.99461,-83.15092,Columbus,Franklin,Ohio,United States of America,US-OH,4.6733,2.1174,5,0.0704,4.8,7.2,"{""dphgebs"":0.0243, ""dphgebu"":0.081, ""dphgebd"":0.0914, ""dphgebf"":0.2555, ""dphgebe"":0.1255, ""dphgec4"":0.0405, ""dphgebg"":0.3819}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.25, ""13"": null, ""14"": 0.25, ""15"": null, ""16"": null, ""17"": 0.25, ""18"": null, ""19"": null, ""20"": 0.25, ""21"": null, ""22"": null, ""23"": null}",0.2,0.2,0,0,0.2,0.4,2018-05-02,1.1
dphgrkh,39.96869,-82.99548,Columbus,Franklin,Ohio,United States of America,US-OH,7.3267,1.5763,5,0.2174,5,8.8,"{""dphgrk5"":0.1799, ""dphgr7v"":0.1588, ""dphgr7u"":0.1586, ""dphgrk7"":0.0603, ""dphgrkh"":0.3213, ""dphgrkj"":0.0591, ""dphgr7g"":0.062}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.25, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.25, ""13"": 0.25, ""14"": 0.25, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2,0,0.6,0.2,0,0,2018-05-02,1.1
dpjh560,40.08946,-82.82491,Columbus,Franklin,Ohio,United States of America,US-OH,3.09,1.377,5,0.2632,5.6,7.6,"{""dpjh53c"":0.1553, ""dpjh563"":0, ""dpjh562"":0.0253, ""dpjh53b"":0.161, ""dpjh54p"":0.1326, ""dpjh561"":0.1164, ""dpjh560"":0.2847, ""dpjh54r"":0.0331, ""dpjh51z"":0.0915}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.3333, ""13"": 0.3333, ""14"": 0.3333, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2,0,0.2,0,0.2,0.4,2018-05-02,1.1
dphgvjv,40.06682,-83.09266,Columbus,Franklin,Ohio,United States of America,US-OH,4.85,2.2965,5,0.0581,4.4,6.8,"{""dphgvju"":0.158, ""dphgvjs"":0.2446, ""dphgvjv"":0.2416, ""dphgvjw"":0.0459, ""dphgvjt"":0.0645, ""dphgvnj"":0.0703, ""dphgvnn"":0.1257, ""dphgvjy"":0.0495}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": 0.2, ""16"": 0.2, ""17"": null, ""18"": null, ""19"": null, ""20"": 0.2, ""21"": null, ""22"": null, ""23"": null}",0.2,0,0.4,0,0.4,0,2018-05-02,1.1
dphgur9,40.07611,-83.13146,Columbus,Franklin,Ohio,United States of America,US-OH,4.5433,2.1439,5,0.0694,4.8,7.6,"{""dphgur6"":0.1925, ""dphgurb"":0.1083, ""dphgur8"":0.0662, ""dphgurd"":0.1253, ""dphgur3"":0.0401, ""dphgurf"":0.016, ""dphgur9"":0.231, ""dphgurc"":0.2206}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": null, ""11"": 0.25, ""12"": null, ""13"": 0.25, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": 0.25, ""22"": null, ""23"": null}",0.2,0.4,0.4,0,0,0,2018-05-02,1.1
dpj51vh,39.93035,-82.88557,Columbus,Franklin,Ohio,United States of America,US-OH,3.01,2.5025,5,0.4545,4.6,7,"{""dpj51uv"":0.1899, ""dpj51ug"":0.1776, ""dpj51vj"":0.0703, ""dpj51v5"":0.0797, ""dpj51uu"":0.1998, ""dpj51vh"":0.2828}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.2, ""10"": 0.2, ""11"": 0.2, ""12"": 0.2, ""13"": null, ""14"": 0.2, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2,0,0.4,0,0,0.4,2018-05-02,1.1
dphgrht,39.97162,-83.00523,Columbus,Franklin,Ohio,United States of America,US-OH,6.4867,1.6179,5,0.0505,4.8,8.6,"{""dphgrhy"":0.1181, ""dphgrhv"":0.0747, ""dphgrhw"":0.1736, ""dphgrht"":0.3212, ""dphgrhu"":0.0868, ""dphgrhs"":0.1181, ""dphgrhm"":0, ""dphgrhq"":0.1076}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.25, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.25, ""12"": 0.25, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": 0.25, ""21"": null, ""22"": null, ""23"": null}",0.2,0.2,0.4,0.2,0,0,2018-05-02,1.1
dphgvez,40.05522,-83.06821,Columbus,Franklin,Ohio,United States of America,US-OH,5.68,1.8875,5,0.0735,4.8,7.4,"{""dphgvsp"":0.1519, ""dphgvey"":0.1223, ""dphgvez"":0.1645, ""dphgvu0"":0.1118, ""dphgvgb"":0.1603, ""dphgvg8"":0.226, ""dphgvex"":0.0633}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": 0.2, ""10"": null, ""11"": null, ""12"": 0.2, ""13"": 0.2, ""14"": 0.2, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2,0.4,0.4,0,0,0,2018-05-02,1.1
dphgr9b,39.95701,-82.98954,Columbus,Franklin,Ohio,United States of America,US-OH,3.2033,1.2936,5,0.1515,4.6,7.2,"{""dphgr9c"":0.1187, ""dphgrd0"":0.3971, ""dphgr98"":0.1024, ""dphgr9b"":0.1873, ""dphgr99"":0, ""dphgr3z"":0.0921, ""dphgrd1"":0.0716, ""dphgr6p"":0.0307}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.3333, ""11"": 0.3333, ""12"": 0.3333, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2,0.4,0.4,0,0,0,2018-05-02,1.1
dphgr63,39.9595,-82.99987,Columbus,Franklin,Ohio,United States of America,US-OH,8.0633,1.9801,5,0.1282,5.6,7.8,"{""dphgr68"":0.0718, ""dphgr69"":0.148, ""dphgr6d"":0.0757, ""dphgr61"":0.1267, ""dphgr62"":0.0204, ""dphgr64"":0.1456, ""dphgr63"":0.1625, ""dphgr60"":0.2493}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.2, ""07"": 0.2, ""08"": null, ""09"": 0.2, ""10"": null, ""11"": null, ""12"": 0.2, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": 0.2}",0.2,0,0.4,0,0,0.4,2018-05-02,1.1
dpj58c6,39.99786,-82.93218,Columbus,Franklin,Ohio,United States of America,US-OH,3.5733,1.0009,5,0.102,4.2,7,"{""dpj58c9"":0.086, ""dpj58ce"":0.602, ""dpj58c1"":0.0269, ""dpj58c7"":0.044, ""dpj58c6"":0.123, ""dpj58cd"":0.0744, ""dpj58c5"":0.0143, ""dpj58c4"":0.0294}","{""00"": 0.2, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.2, ""13"": null, ""14"": 0.2, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.2, ""19"": null, ""20"": null, ""21"": 0.2, ""22"": null, ""23"": null}",0.2,0.2,0.4,0,0,0.2,2018-05-02,1.1
dphgwvy,40.02261,-83.01454,Columbus,Franklin,Ohio,United States of America,US-OH,3.8,1.3983,5,0.2083,6.2,9.2,"{""dphgwvx"":0.1085, ""dphgwyp"":0.0944, ""dphgwvz"":0.0958, ""dphgwyj"":0.1034, ""dphgwvy"":0.173, ""dphgwyn"":0.2157, ""dphgwvv"":0.1087, ""dphgwvw"":0.1004}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": null, ""11"": 0.25, ""12"": 0.25, ""13"": null, ""14"": null, ""15"": 0.25, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2,0,0.8,0,0,0,2018-05-02,1.1
dphgm1s,39.95489,-83.09396,Columbus,Franklin,Ohio,United States of America,US-OH,6.7533,1.5817,5,0.0926,4.8,7.6,"{""dphgm1t"":0.0787, ""dphgm17"":0.3209, ""dphgm1m"":0.0598, ""dphgm1v"":0.0896, ""dphgm1s"":0.2817, ""dphgm1u"":0.0487, ""dphgm1k"":0.1205}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": 0.25, ""15"": 0.25, ""16"": null, ""17"": 0.25, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.4,0,0.4,0,0,0.2,2018-05-02,1.1
dphgr5p,39.96325,-83.0023,Columbus,Franklin,Ohio,United States of America,US-OH,6.0286,1.6541,7,0.1373,5.2857,8.1429,"{""dphgr5q"":0.0041, ""dphgr6b"":0.0705, ""dphgr4z"":0.1297, ""dphgr70"":0.1246, ""dphgr5p"":0.216, ""dphgr4y"":0.1264, ""dphgr5n"":0.0958, ""dphgr72"":0.106, ""dphgr5r"":0.127}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": null, ""09"": 0.2, ""10"": 0.2, ""11"": 0.2, ""12"": 0.2, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2857,0,0.4286,0.2857,0,0,2018-05-02,1.1
dpj59c7,39.99756,-82.88718,Columbus,Franklin,Ohio,United States of America,US-OH,3.8452,2.4827,7,0.0614,5.1429,8.2857,"{""dpj59cs"":0.0803, ""dpj59ch"":0.0428, ""dpj59c7"":0.4012, ""dpj59c6"":0.141, ""dpj59ce"":0.0872, ""dpj59ck"":0.1564, ""dpj59cd"":0.091}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.1667, ""10"": 0.1667, ""11"": 0.1667, ""12"": null, ""13"": 0.1667, ""14"": null, ""15"": null, ""16"": 0.1667, ""17"": null, ""18"": null, ""19"": 0.1667, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2857,0.2857,0.4286,0,0,0,2018-05-02,1.1
dphgzvj,40.06197,-82.97264,Columbus,Franklin,Ohio,United States of America,US-OH,5.603,1.6349,11,0.0558,4.5455,7.2727,"{""dphgzvn"":0.0615, ""dphgzvj"":0.131, ""dphgzuv"":0.0815, ""dphgzvh"":0.1051, ""dphgzuu"":0.1907, ""dphgzvq"":0.0236, ""dphgzuy"":0.1061, ""dphgzvm"":0.3005}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.125, ""10"": 0.125, ""11"": null, ""12"": 0.125, ""13"": 0.125, ""14"": 0.125, ""15"": 0.125, ""16"": 0.125, ""17"": 0.125, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0909,0.3636,0.4545,0,0,0.0909,2018-05-02,1.1
dphgkb7,39.94842,-83.10653,Columbus,Franklin,Ohio,United States of America,US-OH,5.1485,1.2954,11,0.0679,5.6364,9.2727,"{""dphgkbk"":0.0334, ""dphgkbh"":0.1437, ""dphgkbe"":0.3032, ""dphgkb5"":0.0129, ""dphgkbs"":0.164, ""dphgkb7"":0.3428}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1429, ""08"": 0.1429, ""09"": 0.1429, ""10"": null, ""11"": null, ""12"": null, ""13"": 0.1429, ""14"": 0.1429, ""15"": 0.1429, ""16"": null, ""17"": null, ""18"": 0.1429, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0909,0,0.4545,0,0,0.4545,2018-05-02,1.1
dphgur0,40.07361,-83.13291,Columbus,Franklin,Ohio,United States of America,US-OH,3.8833,1.2501,11,0.3793,6,8.6364,"{""dphguqc"":0.0036, ""dphguqb"":0.1819, ""dphgupr"":0.0596, ""dphgur3"":0.0298, ""dphgur0"":0.5364, ""dphgunz"":0.048, ""dphgupp"":0.0655, ""dphgur2"":0.0751}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.1667, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.1667, ""11"": null, ""12"": 0.1667, ""13"": 0.1667, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.1667, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1818,0.3636,0.0909,0,0,0.3636,2018-05-02,1.1
